,W-B-32S01L,W-C-25W01S,W-D-12S01,W-D-21S01,W-C-22S02,W-D-13S01,W-C-03S01,W-B-28S02S,W-B-17S03S,W-A-11S02,W-A-10S02S,W-A-08S01,W-A-15S20,W-D-26S01S,W-D-20H01,W-C-19S02S,W-D-07S01L,W-B-32S01S,W-C-25W01L,W-D-02S01,W-D-19H01L,W-A-28S01,W-A-01W01,W-B-17S03L,W-A-12S01,W-C-04S01L,W-B-24S02,W-B-28S02,W-B-28S02L
0,W-B-32S,W-C-25,W-D-12S,W-D-21S,W-C-22S,W-D-13S,W-C-03S,W-B-28S,W-B-17S,W-A-11S,W-A-10S,W-A-08S,W-A-15S,W-D-26S,W-D-20H,W-C-19S,W-D-07S,W-B-32S,W-C-25,W-D-02S,W-D-19,W-A-28S,W-A-01,W-B-17S,W-A-12S,W-C-04S,W-B-24S,W-B-28S,W-B-28S
